,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000002.SZ,20181011,21.0,21.5,20.81,20.93,21.75,-0.82,-3.7701,709553.01,1498597.099
1,000002.SZ,20181010,21.77,22.03,21.4,21.75,21.82,-0.07,-0.3208,437797.76,951971.015
2,000002.SZ,20181009,22.05,22.12,21.26,21.82,22.05,-0.23,-1.0431,628633.52,1360687.509
3,000002.SZ,20181008,22.95,23.2,21.98,22.05,24.3,-2.25,-9.2593,1037914.88,2339001.429
4,000002.SZ,20180928,24.5,24.9,23.95,24.3,24.45,-0.15,-0.6135,683236.25,1671576.714
5,000002.SZ,20180927,24.63,24.78,24.3,24.45,24.67,-0.22,-0.8918,445294.33,1090622.042
6,000002.SZ,20180926,24.66,25.33,23.89,24.67,24.64,0.03,0.1218,845884.37,2088651.952
7,000002.SZ,20180925,24.8,25.12,24.4,24.64,25.8,-1.16,-4.4961,908838.54,2247254.08
8,000002.SZ,20180921,24.2,26.0,23.93,25.8,24.01,1.79,7.4552,1064216.38,2663500.909
9,000002.SZ,20180920,24.01,24.43,23.8,24.01,24.17,-0.16,-0.662,521852.72,1257974.032
10,000002.SZ,20180919,23.03,24.67,22.91,24.17,23.0,1.17,5.087,1317837.01,3170366.001
11,000002.SZ,20180918,22.65,23.1,22.47,23.0,22.83,0.17,0.7446,404634.05,921475.475
12,000002.SZ,20180917,23.04,23.23,22.72,22.83,23.32,-0.49,-2.1012,255061.69,584416.325
13,000002.SZ,20180914,23.13,23.39,22.81,23.32,23.1,0.22,0.9524,334870.79,775981.815
14,000002.SZ,20180913,23.31,23.47,22.78,23.1,22.88,0.22,0.9615,468837.96,1080871.662
15,000002.SZ,20180912,23.24,23.3,22.61,22.88,23.34,-0.46,-1.9709,313821.54,717459.921
16,000002.SZ,20180911,23.39,23.64,23.09,23.34,23.46,-0.12,-0.5115,358358.75,832895.939
17,000002.SZ,20180910,23.42,23.85,23.11,23.46,23.21,0.25,1.0771,474917.79,1115789.487
18,000002.SZ,20180907,22.85,23.65,22.85,23.21,22.81,0.4,1.7536,334943.33,780678.316
19,000002.SZ,20180906,23.32,23.56,22.69,22.81,23.41,-0.6,-2.563,375368.9,864994.565
20,000002.SZ,20180905,24.11,24.2,23.41,23.41,24.43,-1.02,-4.1752,546644.37,1296346.119
21,000002.SZ,20180904,23.66,24.44,23.41,24.43,23.55,0.88,3.7367,437654.47,1052057.112
22,000002.SZ,20180903,23.85,24.57,23.38,23.55,24.05,-0.5,-2.079,497612.43,1191130.969
23,000002.SZ,20180831,23.2,24.36,23.18,24.05,23.5,0.55,2.3404,428145.12,1024351.411
24,000002.SZ,20180830,23.8,24.18,23.48,23.5,23.91,-0.41,-1.7148,285923.67,681645.384
25,000002.SZ,20180829,23.74,24.4,23.72,23.91,23.88,0.03,0.1256,291143.33,700596.432
26,000002.SZ,20180828,23.8,24.14,23.73,23.88,23.91,-0.03,-0.1255,348101.15,832284.975
27,000002.SZ,20180827,22.98,24.06,22.85,23.91,22.78,1.13,4.9605,594341.1,1403513.889
28,000002.SZ,20180824,22.66,23.01,22.39,22.78,22.82,-0.04,-0.1753,273417.65,621888.066
29,000002.SZ,20180823,23.0,23.15,22.24,22.82,23.02,-0.2,-0.8688,543058.67,1235013.686
30,000002.SZ,20180822,23.91,24.08,23.67,23.92,23.91,0.01,0.0418,421833.83,1007170.63
31,000002.SZ,20180821,23.39,23.98,23.22,23.91,23.35,0.56,2.3983,495846.24,1173410.505
32,000002.SZ,20180820,22.93,23.44,22.59,23.35,22.69,0.66,2.9088,476133.14,1101391.513
33,000002.SZ,20180817,22.9,23.2,22.64,22.69,22.72,-0.03,-0.132,424160.44,969847.216
34,000002.SZ,20180816,21.63,23.08,21.61,22.72,22.3,0.42,1.8834,490384.44,1107212.515
35,000002.SZ,20180815,22.39,22.58,22.22,22.3,22.32,-0.02,-0.0896,472553.5,1058911.645
36,000002.SZ,20180814,23.0,23.05,22.05,22.32,23.04,-0.72,-3.125,486784.81,1090898.794
37,000002.SZ,20180813,22.6,23.21,22.46,23.04,23.18,-0.14,-0.604,489494.76,1113409.912
38,000002.SZ,20180810,23.0,24.07,22.93,23.18,22.48,0.7,3.1139,1201163.03,2820091.738
39,000002.SZ,20180809,21.5,22.55,21.4,22.48,21.5,0.98,4.5581,896200.17,1997096.145
40,000002.SZ,20180808,21.89,22.29,21.5,21.5,21.86,-0.36,-1.6468,410720.18,903023.745
41,000002.SZ,20180807,21.15,21.86,20.93,21.86,20.86,1.0,4.7939,451653.09,969166.202
42,000002.SZ,20180806,21.18,21.32,20.52,20.86,21.08,-0.22,-1.0436,315702.05,662879.888
43,000002.SZ,20180803,21.39,21.54,21.05,21.08,21.38,-0.3,-1.4032,346072.3,735143.747
44,000002.SZ,20180802,22.34,22.34,21.07,21.38,22.35,-0.97,-4.34,677777.75,1457805.725
45,000002.SZ,20180801,23.24,23.24,22.21,22.35,23.32,-0.97,-4.1595,673866.01,1523419.154
46,000002.SZ,20180731,23.29,23.49,23.06,23.32,23.18,0.14,0.604,354578.15,825861.764
47,000002.SZ,20180730,23.54,23.7,22.82,23.18,23.32,-0.14,-0.6003,357066.58,828078.838
48,000002.SZ,20180727,23.55,23.81,23.24,23.32,23.71,-0.39,-1.6449,322827.63,757327.314
49,000002.SZ,20180726,24.34,24.51,23.57,23.71,24.18,-0.47,-1.9438,385134.8,924376.0
50,000002.SZ,20180725,24.38,24.58,24.0,24.18,24.38,-0.2,-0.8203,355182.97,860631.782
51,000002.SZ,20180724,24.04,25.09,24.04,24.38,23.75,0.63,2.6526,832814.22,2055205.705
52,000002.SZ,20180723,22.96,23.9,22.9,23.75,23.14,0.61,2.6361,555706.13,1306045.471
