,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300204.SZ,20250725,44.32,47.44,43.65,44.7,44.97,-0.27,-0.6004,167898.35,766425.349
1,300204.SZ,20250724,44.19,45.87,44.18,44.97,43.6,1.37,3.1422,169219.42,761597.119
2,300204.SZ,20250723,44.0,45.5,42.56,43.6,45.6,-2.0,-4.386,175678.39,773654.083
3,300204.SZ,20250722,47.0,49.5,45.0,45.6,50.0,-4.4,-8.8,287458.2,1353651.605
4,300204.SZ,20250721,45.69,50.8,45.48,50.0,46.22,3.78,8.1783,264294.26,1274296.364
5,300204.SZ,20250718,44.0,48.78,43.34,46.22,44.6,1.62,3.6323,244155.79,1122747.216
6,300204.SZ,20250717,41.5,45.0,41.4,44.6,41.8,2.8,6.6986,246686.57,1085841.798
7,300204.SZ,20250716,39.8,42.0,39.69,41.8,40.28,1.52,3.7736,200011.24,823350.301
8,300204.SZ,20250715,41.1,42.0,39.72,40.28,42.18,-1.9,-4.5045,211707.06,865100.644
9,300204.SZ,20250714,39.0,42.22,38.18,42.18,39.67,2.51,6.3272,251117.01,1010288.453
10,300204.SZ,20250711,39.6,40.95,38.81,39.67,39.68,-0.01,-0.0252,190537.02,753764.186
11,300204.SZ,20250710,39.99,41.86,39.0,39.68,40.5,-0.82,-2.0247,215912.65,872769.728
12,300204.SZ,20250709,40.0,41.66,39.25,40.5,40.63,-0.13,-0.32,246235.48,995778.696
13,300204.SZ,20250708,41.5,44.77,39.8,40.63,44.12,-3.49,-7.9102,355714.35,1478923.02
14,300204.SZ,20250707,44.79,47.96,43.44,44.12,44.88,-0.76,-1.6934,308857.49,1398364.545
15,300204.SZ,20250704,44.22,45.66,42.5,44.88,44.64,0.24,0.5376,313706.17,1378426.88
16,300204.SZ,20250703,41.0,46.0,39.52,44.64,40.83,3.81,9.3314,371500.78,1605313.774
17,300204.SZ,20250702,42.5,46.68,40.41,40.83,43.0,-2.17,-5.0465,362921.19,1556800.477
18,300204.SZ,20250701,37.73,44.74,37.5,43.0,37.28,5.72,15.3433,426421.39,1771258.799
19,300204.SZ,20250630,34.6,37.48,33.51,37.28,34.88,2.4,6.8807,288439.88,1036202.163
20,300204.SZ,20250627,33.86,36.48,33.86,34.88,34.56,0.32,0.9259,254374.86,897152.332
21,300204.SZ,20250626,33.0,34.7,31.78,34.56,33.98,0.58,1.7069,301913.84,1006259.547
22,300204.SZ,20250625,33.9,35.23,33.12,33.98,34.22,-0.24,-0.7013,312064.99,1068965.293
23,300204.SZ,20250624,36.15,37.14,34.14,34.22,37.97,-3.75,-9.8762,406491.68,1451173.183
24,300204.SZ,20250623,33.68,38.4,32.55,37.97,34.99,2.98,8.5167,400464.64,1430184.733
25,300204.SZ,20250620,33.8,35.51,33.0,34.99,33.18,1.81,5.4551,400165.57,1377599.357
26,300204.SZ,20250619,33.74,35.55,31.88,33.18,34.79,-1.61,-4.6278,426873.31,1419727.934
27,300204.SZ,20250618,35.74,36.45,33.27,34.79,35.75,-0.96,-2.6853,450450.98,1555752.735
28,300204.SZ,20250617,39.1,43.15,35.53,35.75,39.0,-3.25,-8.3333,578921.66,2269776.571
29,300204.SZ,20250616,36.5,39.18,34.63,39.0,36.93,2.07,5.6052,405066.13,1500280.276
30,300204.SZ,20250613,34.5,37.98,33.5,36.93,34.5,2.43,7.0435,487739.04,1771485.986
31,300204.SZ,20250612,30.68,36.11,30.64,34.5,31.26,3.24,10.3647,539285.19,1799134.995
32,300204.SZ,20250611,31.9,32.49,29.16,31.26,31.9,-0.64,-2.0063,441301.14,1338822.553
33,300204.SZ,20250610,32.33,34.9,31.66,31.9,34.94,-3.04,-8.7006,617285.55,2031890.393
34,300204.SZ,20250609,29.44,34.94,28.5,34.94,29.12,5.82,19.9863,693318.1,2219831.568
35,300204.SZ,20250606,30.1,31.8,28.58,29.12,30.5,-1.38,-4.5246,571679.94,1711917.563
36,300204.SZ,20250605,30.5,34.49,28.8,30.5,30.79,-0.29,-0.9419,651390.2,2054408.046
37,300204.SZ,20250604,32.2,32.28,29.2,30.79,31.8,-1.01,-3.1761,577052.81,1757533.3
38,300204.SZ,20250603,26.5,31.8,26.5,31.8,26.5,5.3,20.0,472377.01,1409788.714
39,300204.SZ,20250530,23.0,27.5,21.96,26.5,23.04,3.46,15.0174,624464.85,1572871.716
40,300204.SZ,20250529,19.5,23.04,19.2,23.04,19.2,3.84,20.0,547952.01,1205256.893
41,300204.SZ,20250528,19.01,20.48,18.51,19.2,19.2,0.0,0.0,574987.67,1110215.645
42,300204.SZ,20250527,16.8,20.13,16.6,19.2,17.3,1.9,10.9827,651732.33,1211790.019
43,300204.SZ,20250526,16.52,17.3,15.68,17.3,16.52,0.78,4.7215,529488.05,864445.611
44,300204.SZ,20250523,14.59,17.44,14.45,16.52,14.78,1.74,11.7727,698771.08,1103176.233
45,300204.SZ,20250522,14.09,15.78,13.68,14.78,14.15,0.63,4.4523,681638.89,1001948.313
46,300204.SZ,20250521,11.55,14.15,11.5,14.15,11.79,2.36,20.017,378041.39,506951.984
