,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002265.SZ,20250728,39.78,42.69,39.09,41.5,38.81,2.69,6.9312,1032824.03,4323684.571
1,002265.SZ,20250725,37.31,39.7,36.5,38.81,37.27,1.54,4.132,856334.52,3278810.026
2,002265.SZ,20250724,37.8,39.09,36.74,37.27,38.34,-1.07,-2.7908,835148.34,3134165.125
3,002265.SZ,20250723,39.48,41.2,37.88,38.34,39.51,-1.17,-2.9613,1000349.76,3926209.299
4,002265.SZ,20250722,38.09,40.31,37.09,39.51,36.98,2.53,6.8415,1242910.86,4825943.78
5,002265.SZ,20250721,33.67,36.98,33.67,36.98,33.62,3.36,9.9941,629816.78,2264326.746
6,002265.SZ,20250718,33.53,33.62,33.33,33.62,30.56,3.06,10.0131,569474.2,1913398.646
7,002265.SZ,20250717,27.69,30.56,27.62,30.56,27.78,2.78,10.0072,807847.99,2411727.308
8,002265.SZ,20250716,27.71,28.48,27.28,27.78,28.04,-0.26,-0.9272,353930.54,989325.012
9,002265.SZ,20250715,28.11,29.45,27.66,28.04,28.55,-0.51,-1.7863,421696.63,1196577.564
10,002265.SZ,20250714,27.22,29.2,27.02,28.55,27.42,1.13,4.1211,540715.04,1528146.71
11,002265.SZ,20250711,26.71,27.64,26.71,27.42,26.89,0.53,1.971,307843.43,837956.328
12,002265.SZ,20250710,26.93,27.12,26.51,26.89,27.45,-0.56,-2.0401,320285.89,858550.63
13,002265.SZ,20250709,27.48,28.49,27.15,27.45,27.35,0.1,0.3656,521070.56,1452658.999
14,002265.SZ,20250708,27.37,27.66,26.81,27.35,27.63,-0.28,-1.0134,330230.06,897611.082
15,002265.SZ,20250707,27.6,28.15,26.92,27.63,27.59,0.04,0.145,367539.31,1016595.182
16,002265.SZ,20250704,27.07,28.18,26.6,27.59,26.85,0.74,2.7561,519802.1,1427031.268
17,002265.SZ,20250703,26.63,27.42,26.46,26.85,26.97,-0.12,-0.4449,401551.65,1076374.673
18,002265.SZ,20250702,28.0,28.55,26.77,26.97,29.22,-2.25,-7.7002,658705.63,1807807.799
19,002265.SZ,20250701,29.58,32.55,28.47,29.22,30.55,-1.33,-4.3535,1015428.27,2998316.987
20,002265.SZ,20250630,28.0,30.98,27.71,30.55,28.16,2.39,8.4872,1107816.55,3258893.853
21,002265.SZ,20250627,29.29,29.78,27.52,28.16,28.7,-0.54,-1.8815,1210006.79,3464244.466
22,002265.SZ,20250626,28.18,28.7,27.53,28.7,26.09,2.61,10.0038,422268.66,1196339.339
23,002265.SZ,20250625,24.02,26.09,23.97,26.09,23.72,2.37,9.9916,620081.79,1569734.366
24,002265.SZ,20250624,21.85,24.44,21.64,23.72,22.22,1.5,6.7507,835786.82,1974799.538
25,002265.SZ,20250623,21.04,22.49,20.81,22.22,20.72,1.5,7.2394,430213.51,944863.442
26,002265.SZ,20250620,21.18,21.25,20.69,20.72,21.42,-0.7,-3.268,170260.39,354798.331
27,002265.SZ,20250619,21.8,22.15,21.26,21.42,22.06,-0.64,-2.9012,233512.79,504768.819
28,002265.SZ,20250618,21.18,22.94,21.18,22.06,21.4,0.66,3.0841,378413.65,843410.856
29,002265.SZ,20250617,21.45,21.75,21.02,21.4,21.53,-0.13,-0.6038,194344.0,414373.075
30,002265.SZ,20250616,21.6,21.88,21.02,21.53,21.8,-0.27,-1.2385,189011.45,405669.085
31,002265.SZ,20250613,21.25,21.93,21.1,21.8,21.2,0.6,2.8302,317001.04,686686.112
