,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000002.SZ,20250725,6.81,6.84,6.76,6.78,6.81,-0.03,-0.4405,1235949.26,838988.937
1,000002.SZ,20250724,6.7,6.84,6.67,6.81,6.72,0.09,1.3393,1842329.87,1250384.461
2,000002.SZ,20250723,6.73,6.83,6.68,6.72,6.7,0.02,0.2985,1706754.31,1152841.043
3,000002.SZ,20250722,6.61,6.72,6.53,6.7,6.6,0.1,1.5152,1488010.4,987611.725
4,000002.SZ,20250721,6.56,6.61,6.55,6.6,6.57,0.03,0.4566,744110.98,490610.467
5,000002.SZ,20250718,6.57,6.59,6.54,6.57,6.56,0.01,0.1524,574030.03,376631.218
6,000002.SZ,20250717,6.56,6.59,6.51,6.56,6.56,0.0,0.0,709663.7,464455.717
7,000002.SZ,20250716,6.55,6.65,6.53,6.56,6.6,-0.04,-0.6061,849081.16,558859.431
8,000002.SZ,20250715,6.64,6.65,6.46,6.6,6.66,-0.06,-0.9009,1521320.47,995641.915
9,000002.SZ,20250714,6.73,6.79,6.63,6.66,6.76,-0.1,-1.4793,1205525.25,804732.025
10,000002.SZ,20250711,6.75,6.79,6.68,6.76,6.76,0.0,0.0,1628706.59,1099511.183
11,000002.SZ,20250710,6.52,6.87,6.51,6.76,6.54,0.22,3.3639,2517029.13,1686568.539
12,000002.SZ,20250709,6.54,6.58,6.52,6.54,6.56,-0.02,-0.3049,735916.57,481726.01
13,000002.SZ,20250708,6.51,6.58,6.47,6.56,6.52,0.04,0.6135,934783.26,610035.074
14,000002.SZ,20250707,6.44,6.59,6.44,6.52,6.44,0.08,1.2422,1205381.48,788025.611
15,000002.SZ,20250704,6.48,6.52,6.41,6.44,6.46,-0.02,-0.3096,786688.47,507693.643
16,000002.SZ,20250703,6.48,6.55,6.44,6.46,6.5,-0.04,-0.6154,810140.12,524884.085
17,000002.SZ,20250702,6.36,6.52,6.34,6.5,6.35,0.15,2.3622,1310859.04,843883.002
18,000002.SZ,20250701,6.42,6.42,6.31,6.35,6.42,-0.07,-1.0903,598318.0,380416.981
19,000002.SZ,20250630,6.4,6.45,6.39,6.42,6.39,0.03,0.4695,604073.48,387396.028
20,000002.SZ,20250627,6.39,6.48,6.38,6.39,6.39,0.0,0.0,786785.74,504925.348
