date,open,high,low,close
2020-03-20 15:00:00,3.52,3.52,3.51,3.52
2020-03-20 14:55:00,3.5,3.52,3.5,3.52
2020-03-20 14:50:00,3.5,3.51,3.5,3.5
2020-03-20 14:45:00,3.5,3.51,3.49,3.5
2020-03-20 14:40:00,3.5,3.51,3.5,3.51
2020-03-20 14:35:00,3.5,3.5,3.49,3.5
2020-03-20 14:30:00,3.5,3.5,3.49,3.5
2020-03-20 14:25:00,3.5,3.51,3.49,3.5
2020-03-20 14:20:00,3.5,3.51,3.5,3.5
2020-03-20 14:15:00,3.5,3.51,3.49,3.5
2020-03-20 14:10:00,3.5,3.5,3.49,3.5
2020-03-20 14:05:00,3.5,3.5,3.48,3.5
2020-03-20 14:00:00,3.49,3.5,3.49,3.5
2020-03-20 13:55:00,3.48,3.5,3.48,3.49
2020-03-20 13:50:00,3.48,3.49,3.48,3.48
2020-03-20 13:45:00,3.48,3.49,3.48,3.48
2020-03-20 13:40:00,3.49,3.49,3.48,3.48
2020-03-20 13:35:00,3.48,3.49,3.47,3.49
2020-03-20 13:30:00,3.48,3.48,3.47,3.48
2020-03-20 13:25:00,3.47,3.48,3.46,3.47
2020-03-20 13:20:00,3.47,3.47,3.46,3.47
2020-03-20 13:15:00,3.48,3.48,3.47,3.47
2020-03-20 13:10:00,3.47,3.48,3.47,3.48
2020-03-20 13:05:00,3.47,3.48,3.47,3.47
2020-03-20 11:30:00,3.47,3.48,3.46,3.47
2020-03-20 11:25:00,3.47,3.48,3.46,3.47
2020-03-20 11:20:00,3.48,3.48,3.46,3.47
2020-03-20 11:15:00,3.48,3.48,3.48,3.48
2020-03-20 11:10:00,3.48,3.49,3.48,3.48
2020-03-20 11:05:00,3.49,3.5,3.48,3.48
2020-03-20 11:00:00,3.48,3.5,3.48,3.49
2020-03-20 10:55:00,3.49,3.5,3.48,3.48
2020-03-20 10:50:00,3.48,3.5,3.48,3.49
2020-03-20 10:45:00,3.47,3.48,3.47,3.48
2020-03-20 10:40:00,3.47,3.48,3.47,3.47
2020-03-20 10:35:00,3.48,3.49,3.47,3.47
